Year	Rating	Conference	Title	Author Names
2010	8	adds_modification	RIP2 induces the K63-linked ubiquitination of NEMO at K285 and K399, positively modulating subsequent NF-kappaB activation (Abbot et al. 2007). TRAF6 E3 ligase is capable of performing this ubiquitination step when overexpressed in HEK239 cells, and this effect is blocked if RIP2 siRNA is co-transfected, but small interfering RNA (siRNA) experiments indicate that there are additional E3 ligases that can substitute for TRAF6 in NEMO ubiquitination. In addition to TRAF6, the K63-specific E2 ligase Ubc13 is required for NEMO ubiquitination suggesting a common mechanism for NEMO ubiquitination in NOD and TLR signaling.	TRAF6;NEMO
2011	8	removes_modification	Peroxiredoxin AhpC gets its reducing equivalents through a cascade of proteins via AhpD, a disulfide reductase, DlaT, a lipoylated disulfide reductase, and, finally, from Lpd, the NADH-dependent dihydrolipoyl reductase. The latter two are also part of the pyruvate dehydrogenase complex (Venugopal et al. 2011).	dlaT;ahpD
2012	8	adds_modification	SLP-76 lacks intrinsic catalytic activity and acts as a scaffold, recruiting other proteins for correct localization during molecular signal transduction (Bogin et al. 2007). Activation of FCERI leads to tyrosine phosphorylation of SLP-76 (Gross et al. 1999). SLP-76 has three potential tyrosine phosphorylation sites within its amino terminus region: Y113, Y128, and Y145. Phosphorylation may be mediated by SYK, analogous to the role of ZAP-70 in phosphorylating T-cell SLP-76 (Bubeck-Wardenberg et al. 1996).	p-6Y-SYK;LCP2
2012	8	adds_modification	BTK/ITK are activated in a two step model. In the first step they are recruited to the membrane by binding to PIP3 or, alternatively with other binding partners like SLP-76. Once at the membrane SYK or Src-kinases in the vicinity phosphorylates Y551 (Y512 in ITK) in the activation loop of the catalytic domain of BTK to fully activate it (Rawlings et al. 1996, Park et al. 1996, Kawakami et al. 1994).	p-6Y-SYK;TEC
2012	8	adds_modification	BTK/ITK are activated in a two step model. In the first step they are recruited to the membrane by binding to PIP3 or, alternatively with other binding partners like SLP-76. Once at the membrane SYK or Src-kinases in the vicinity phosphorylates Y551 (Y512 in ITK) in the activation loop of the catalytic domain of BTK to fully activate it (Rawlings et al. 1996, Park et al. 1996, Kawakami et al. 1994).	p-6Y-SYK;BTK
2012	8	adds_modification	BTK/ITK are activated in a two step model. In the first step they are recruited to the membrane by binding to PIP3 or, alternatively with other binding partners like SLP-76. Once at the membrane SYK or Src-kinases in the vicinity phosphorylates Y551 (Y512 in ITK) in the activation loop of the catalytic domain of BTK to fully activate it (Rawlings et al. 1996, Park et al. 1996, Kawakami et al. 1994).	p-6Y-SYK;ITK
2012	8	adds_modification	BTK/ITK are activated in a two step model. In the first step they are recruited to the membrane by binding to PIP3 or, alternatively with other binding partners like SLP-76. Once at the membrane SYK or Src-kinases in the vicinity phosphorylates Y551 (Y512 in ITK) in the activation loop of the catalytic domain of BTK to fully activate it (Rawlings et al. 1996, Park et al. 1996, Kawakami et al. 1994).	p-6Y-SYK;TXK
2012	8	adds_modification	SHC is an adapter protein that has been implicated in Ras activation. Mast cells express two isoforms of 46 and 52 kDa. Both isoforms of SHC have two domains, an N-terminal phosphotyrosine-binding (PTB) domain and a C-terminal SH2 domain that allows Shc to bind to proteins containing phosphorylated tyrosine residues. Following receptor stimulation, SHC is phosphorylated by Src kinases Syk on Y239, Y240 and Y317 (p56 isoform). Both phosphotyrosines Y239 and Y317 creates the binding site for the SH2 domain of GRB2.	p-6Y-SYK;SHC1
2012	8	adds_modification	NTAL and LAT play complementary roles in the positive regulation of FCERI-mediated degranulation. Upon FCERI aggregation NTAL is phosphorylated by LYN, SYK and KIT on different tyrosines. Phosphorylated NTAL likely contributes to the activation of mast cells by providing docking sites for the recruitment of critical signaling molecules into the lipid raft. There are about ten tyrosines in LAT2 of which five tyrosines principally phosphorylated by SYK are recognised as putative GRB2-binding sites, being part of a YXN motif, whereas LYN and KIT phosphorylate both tyrosines contained in the YXN motifs as well as tyrosines outside of the YXN motifs (Iwaki et al. 2008).	p-6Y-SYK;NTAL
2012	8	adds_modification	LAT is palmitoylated and membrane-associated adaptor protein. It rapidly becomes tyrosine-phosphorylated upon receptor engagement. LAT has nine conserved tyrosine residues of which five have been shown to undergo phosphorylation (Y127, Y132, Y171, Y191 and Y226). Src family kinases, SYK and ZAP-70 efficiently phosphorylate LAT on these tyrosine residues (Jiang & Cheng 2007, Paz et al. 2001). Phosphorylation of LAT creates binding sites for the Src homology 2 (SH2) domain proteins PLC-gamma1, GRB2 and GADS, which indirectly bind SOS, VAV, SLP-76 and ITK (Wange 2000).	p-6Y-SYK;LAT
2010	8	translocation	Phosphorylated SYK phosphorylates BLNK (SLP-65, Fu et al. 1998, Chiu et al. 2002) and BCAP (inferred from mouse, Okada et al. 2000). Effector molecules are then recruited: phosphoinositol 3-kinase (PI3K), Phospholipase C gamma (predominantly PLC-gamma2 in B cells, Coggeshall et al. 1992), NCK, BAM32, BTK, VAV1, and SHC. The effectors are phosphorylated by SYK and other kinases.<br>As inferred from chicken DT40 cells and mouse B cells (Okada et al. 2000), phosphorylated BCAP recruits PI3K, which is phosphorylated by a SYK-dependent mechanism (Kuwahara et al. 1996) and produces phosphatidylinositol-3,4,5-trisphosphate (PIP3). PIP3 recruits BAM32 (Marshall et al. 2000) and BTK (de Weers et al. 1994, Baba et al. 2001) via their PH domains. PIP3 also recruits and activates PLC-gamma1 and PLC-gamma2 (Bae et al. 1998). BTK binds phosphorylated BLNK via its SH2 domain (Baba et al. 2001). BTK phosphorylates Phospholipase C gamma-2 (Rodriguez et al. 2001), which activates phospholipase activity (Carter et al. 1991, Roifman and Wang 1992, Kim et al. 2004, Sekiya et al. 2004).<br>Phosphorylated BLNK recruits PLC gamma, VAV, GRB2, and NCK (Fu and Chan 1997, Fu et al. 1998, Chiu et al. 2002).<br>SYK phosphorylates SHC which then binds GRB2 (Saxton et al. 1994, Harmer and DeFranco 1997).<br>CD19 in a stable complex with VAV1 is phosphorylated by Src kinases (inferred from mouse, Xu et al. 2002) and possibly by LYN (inferred from mouse, Fujimoto et al. 2000) in response to BCR activation. Phosphorylated CD19 then binds PI3K (Roifman and Ke 1993, Chalupny et al. 1993, Uckun et al. 1993, Weng et al. 1994, Brooks et al. 2000, Brooks et al. 2004) and can bind PLC-gamma2, which competes with VAV1 for the same binding site on CD19 (Brooks et al. 2000, Brooks et al. 2004).	BTK;VAV
2010	8	adds_modification	Phosphorylated SYK phosphorylates BLNK (SLP-65, Fu et al. 1998, Chiu et al. 2002) and BCAP (inferred from mouse, Okada et al. 2000). Effector molecules are then recruited: phosphoinositol 3-kinase (PI3K), Phospholipase C gamma (predominantly PLC-gamma2 in B cells, Coggeshall et al. 1992), NCK, BAM32, BTK, VAV1, and SHC. The effectors are phosphorylated by SYK and other kinases.<br>As inferred from chicken DT40 cells and mouse B cells (Okada et al. 2000), phosphorylated BCAP recruits PI3K, which is phosphorylated by a SYK-dependent mechanism (Kuwahara et al. 1996) and produces phosphatidylinositol-3,4,5-trisphosphate (PIP3). PIP3 recruits BAM32 (Marshall et al. 2000) and BTK (de Weers et al. 1994, Baba et al. 2001) via their PH domains. PIP3 also recruits and activates PLC-gamma1 and PLC-gamma2 (Bae et al. 1998). BTK binds phosphorylated BLNK via its SH2 domain (Baba et al. 2001). BTK phosphorylates Phospholipase C gamma-2 (Rodriguez et al. 2001), which activates phospholipase activity (Carter et al. 1991, Roifman and Wang 1992, Kim et al. 2004, Sekiya et al. 2004).<br>Phosphorylated BLNK recruits PLC gamma, VAV, GRB2, and NCK (Fu and Chan 1997, Fu et al. 1998, Chiu et al. 2002).<br>SYK phosphorylates SHC which then binds GRB2 (Saxton et al. 1994, Harmer and DeFranco 1997).<br>CD19 in a stable complex with VAV1 is phosphorylated by Src kinases (inferred from mouse, Xu et al. 2002) and possibly by LYN (inferred from mouse, Fujimoto et al. 2000) in response to BCR activation. Phosphorylated CD19 then binds PI3K (Roifman and Ke 1993, Chalupny et al. 1993, Uckun et al. 1993, Weng et al. 1994, Brooks et al. 2000, Brooks et al. 2004) and can bind PLC-gamma2, which competes with VAV1 for the same binding site on CD19 (Brooks et al. 2000, Brooks et al. 2004).	BTK;SHC1
